0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0
0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0  0.00112541    0.017446     0.10609    0.360452    0.798376      1.2772     1.61895     1.72627     1.58615     1.30341    0.951476    0.642669    0.401874    0.229568    0.123689   0.0630035   0.0325381   0.0192163   0.0146959   0.0218549   0.0389009   0.0635369     0.10543    0.161238    0.222877     0.28001    0.327307    0.343845    0.327934     0.28583    0.226729     0.16369    0.111305   0.0782106   0.0707605   0.0945422    0.156181    0.262531    0.421373    0.607722    0.791492    0.915222     0.95826    0.900684    0.768045    0.598336    0.426373    0.285067    0.193717    0.156194     0.16314    0.206504    0.269104    0.322532    0.358169    0.360199    0.326573    0.277275    0.229959    0.204291    0.201886
0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0 4.00848e-05  0.00158371   0.0233556    0.140588    0.477636     1.05486     1.70114     2.16393      2.3058     2.11639     1.73923     1.27744    0.858997    0.535124    0.305824    0.165657   0.0823729   0.0409243   0.0229091   0.0188256   0.0278124    0.051552   0.0855044    0.140944    0.213747    0.297039    0.375504    0.436676    0.457759    0.437958    0.379874    0.302079    0.219469    0.149523    0.103574   0.0908599    0.121135    0.202925    0.349769    0.561183    0.812692     1.05446      1.2245     1.28457     1.20861     1.02944    0.800101    0.566373    0.376892    0.254874    0.204415    0.214679    0.274037    0.355069    0.431322    0.479266    0.483008    0.436975    0.369377    0.307387    0.270632    0.269264
0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0 4.78309e-05  0.00188146   0.0279032    0.167705    0.565868     1.25058     2.02062     2.56802     2.73778     2.50777     2.05486     1.51314       1.016    0.634985    0.363706    0.197618   0.0988665   0.0494761   0.0271472    0.022211   0.0332196   0.0614852    0.102742    0.168147    0.254146    0.352548    0.445502    0.515464    0.540271    0.518314    0.450075    0.358899    0.260638    0.177184     0.12403    0.108012     0.14362    0.241025     0.41861    0.668963    0.965709     1.24866     1.44844     1.52057     1.42792     1.22023    0.948776    0.671072    0.448671    0.303304    0.243007    0.255452    0.326653    0.422155    0.511758    0.567565    0.571514    0.517078    0.437869    0.365332    0.321223    0.320396
0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0 4.84015e-05  0.00205886   0.0313756    0.190092    0.640096     1.41491     2.28884     2.90539     3.09681     2.83751     2.32405     1.70817      1.1486    0.718642    0.412481    0.224104     0.11259   0.0564214   0.0304671    0.025507   0.0380676   0.0691858    0.116824    0.190307    0.288149    0.398213    0.504314    0.582131     0.61027    0.585053    0.510125    0.406116    0.295706    0.200587    0.140508    0.122384    0.162472    0.272844     0.47508    0.758883     1.09301     1.41179     1.63796     1.71753     1.61546     1.37834     1.07315    0.759315    0.508449    0.343384    0.275426    0.288343    0.369842    0.478461    0.580596    0.641841    0.646999    0.584577    0.494524    0.413655    0.363628    0.362445
0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0 4.78637e-05  0.00226067   0.0345736    0.210392    0.707988     1.56182     2.52323     3.20495     3.40941      3.1264     2.55797     1.88063     1.26682    0.792135    0.456826    0.248249    0.124939   0.0624946    0.033791   0.0285326   0.0424936   0.0766206     0.12952    0.210336    0.317429    0.438324    0.554835    0.641224    0.671912    0.643624    0.563243    0.447828    0.326307    0.221761    0.155013    0.135325     0.17974    0.302202    0.524981    0.837516      1.2059     1.55602      1.8045     1.88928     1.77978     1.51799     1.18129    0.837284    0.561737     0.37977    0.304704    0.318827    0.409558    0.528592    0.639491    0.705975    0.712531    0.642951    0.544395    0.456671    0.401589    0.400547
0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0 5.28253e-05  0.00245407   0.0370279    0.227986    0.767212     1.69283      2.7371     3.47927     3.69663     3.38935     2.76832     2.03795     1.37329    0.858199    0.496571    0.269534    0.135545   0.0683581   0.0371208   0.0313691   0.0463933   0.0830438    0.140908    0.228363     0.34421    0.474547    0.601926    0.694319    0.728891    0.696842    0.610502    0.484774    0.353343    0.240578    0.168132    0.147142    0.195194    0.329035    0.569532    0.907994     1.30768      1.6866     1.95646     2.04656     1.92968     1.64588     1.27962    0.908182    0.609665    0.411722    0.330743    0.346665    0.444996    0.573457    0.693143     0.76502    0.772154    0.696007    0.589833    0.495627    0.436122    0.435074
0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0 5.26532e-05  0.00258301   0.0391133    0.243207    0.820445     1.81225     2.93379     3.73356     3.96482     3.63428     2.96398     2.18386     1.47024    0.918732    0.531963    0.288382    0.145199   0.0734301   0.0399894   0.0338839   0.0495809   0.0882824    0.150714    0.244279    0.368678    0.508163    0.645339    0.744658    0.782464    0.747547    0.654793    0.519264    0.377968    0.257494    0.179701    0.157562    0.208848    0.352608    0.609518    0.972411     1.40068     1.80821     2.09874      2.1934     2.06878     1.76484     1.37026    0.972655    0.652892    0.440513    0.354215    0.371999    0.477424    0.615336    0.742743    0.819711    0.827356    0.745174    0.631667    0.530924    0.467166    0.465941
0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0 5.08063e-05  0.00272422    0.041462    0.257787    0.871378     1.92482     3.11696     3.96963     4.21406     3.86162      3.1461     2.31981     1.56105    0.975939    0.565085    0.306256    0.154659   0.0782588   0.0426914   0.0362997    0.052502   0.0935091    0.160163    0.259358    0.391948    0.539592    0.685159    0.791054    0.832281    0.794325    0.695985    0.551591    0.401371    0.273581    0.190783    0.167677    0.221925    0.375043    0.647627     1.03266      1.4874     1.92135     2.23021     2.32998     2.19769     1.87555     1.45511     1.03367    0.693283    0.467779    0.376512    0.395676    0.507266    0.654361    0.788843    0.870805    0.879061    0.791449    0.670611      0.5639    0.496246    0.495088
0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0 4.96732e-05  0.00287711     0.04348    0.271265    0.917918      2.0306     3.29063     4.19188     4.44809     4.07706     3.31983     2.44813     1.64696     1.02915     0.59599    0.322582    0.163207   0.0825471    0.045061   0.0384375   0.0552612   0.0983652    0.168765    0.273301    0.413534    0.569428    0.722848    0.835038    0.879991    0.838781    0.735273    0.581769    0.423124    0.288547    0.200946    0.176647    0.233582    0.395363      0.6828     1.08932     1.56913     2.02803     2.35551     2.46067     2.31984     1.98024      1.5352      1.0907    0.730807    0.492875    0.396831    0.417706    0.534894    0.690613    0.832518    0.919444    0.928393    0.835393    0.707675     0.59475    0.523008    0.521867
0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0 4.78941e-05     0.00301    0.045706     0.28385    0.962539     2.13072     3.45388     4.40153     4.67101     4.28219     3.48468     2.57084     1.72841     1.07954    0.625333    0.337949    0.171025   0.0863686   0.0470925   0.0403639   0.0579176    0.102893    0.176786    0.286534    0.433627    0.597887    0.758815    0.877042    0.925377     0.88135     0.77238     0.61028    0.443743    0.302741    0.210534    0.185145    0.244584    0.414393    0.715575     1.14259     1.64648     2.12961      2.4747     2.58513     2.43642     2.07966     1.61122     1.14446    0.766147    0.516658    0.415919    0.438092    0.561112    0.724658    0.874189    0.965506    0.975251    0.877207    0.743119    0.624147    0.548203    0.546926
0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0 4.58887e-05   0.0031488    0.047859    0.295755     1.00524     2.22698     3.60909     4.60211     4.88253     4.47716     3.64198     2.68712     1.80682     1.12783    0.653467    0.352523    0.178377   0.0899714     0.04896   0.0421595   0.0604068    0.107137    0.184304    0.299007    0.452635    0.625166    0.793555    0.917364    0.968301    0.922338    0.807647    0.637608    0.463505    0.316007      0.2197    0.193057    0.255076    0.432395    0.746702     1.19359     1.72092     2.22646     2.58793     2.70303     2.54741     2.17473     1.68426     1.19559     0.79985    0.539238    0.434082    0.457583    0.586124    0.757213    0.913948     1.00933     1.01967    0.917022    0.776971    0.652004    0.572185    0.570912
