10           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0  0.00179678   0.0213587    0.221543     1.11134     3.06084     5.13617     6.55193     6.09134     4.58135     2.77544     1.36913    0.586804    0.240075   0.0796674    0.020139  0.00205538  0.00287233  0.00244314    0.013221   0.0205657   0.0401558    0.129569    0.301072    0.544441    0.869167     1.23994     1.38994     1.28895    0.977576    0.583479    0.332586    0.146711   0.0598721   0.0291775   0.0331983   0.0983242    0.281958    0.733889     1.44521     2.40327     3.38459     3.79962     3.46354      2.6385     1.60204    0.813218    0.359086     0.13777   0.0822914    0.168952    0.363631    0.694164     1.05495     1.32787      1.4137     1.20096    0.827683    0.502954    0.278285    0.185499
20           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0  0.00179678   0.0434463    0.445291     2.20087     6.10257     10.4442     13.0328      12.066     9.11058     5.55438     2.84292     1.21909    0.451319    0.139904   0.0366581  0.00884169  0.00287233  0.00244314   0.0185796   0.0350573   0.0864401    0.272399    0.588479     1.09277     1.79467     2.49241     2.72902      2.5695     1.92612     1.16731     0.67064    0.315714    0.117543   0.0577893   0.0686387    0.190578    0.564084     1.44469     2.90076     4.90999     6.77812     7.57071     6.88458     5.18363     3.21528     1.66213    0.731266    0.288057    0.170206     0.33323    0.727502     1.38921      2.1404     2.64602     2.81081     2.36742     1.67906     1.00142    0.544829    0.377449
30           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0  0.00179678   0.0514004    0.667891     3.32299     9.28424     15.5709     19.4719     18.1449     13.6603     8.27356     4.30076     1.84546    0.671018    0.206758   0.0628793   0.0161064  0.00287233  0.00378026   0.0266653   0.0517689    0.132217    0.404623    0.883347     1.62328     2.68603     3.75204     4.11869     3.83725     2.88916     1.75851     1.01886    0.471522    0.168236   0.0784702   0.0964973    0.270643    0.879803     2.20366     4.42742     7.39442     10.0947     11.2684     10.2713     7.75308      4.8655     2.52262     1.10268    0.439051    0.252359    0.489168     1.11238     2.08166     3.23901     3.98856     4.18099     3.54257     2.49586     1.50865    0.805085    0.553443
40           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0  0.00322754   0.0753893     0.89457      4.4754     12.2796     20.7793     25.8254      24.274     18.1293     11.1793     5.78617     2.43037    0.885727    0.274164   0.0829264   0.0177011  0.00388106  0.00439104   0.0377014   0.0839434     0.20054     0.54715     1.20472     2.23758     3.62599     4.87597     5.35299     5.02994     3.86729      2.4464     1.37059    0.636799    0.240236    0.109103    0.125556    0.368603     1.22052     2.99008     5.96355     9.88213     13.3882     14.8383     13.6208       10.34     6.50357     3.43632     1.50677    0.607367     0.34973    0.660852     1.52035     2.78016     4.27689     5.29117      5.5501     4.71029     3.32087      2.0266      1.1056    0.777621
50           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0  0.00322754   0.0973818     1.11221     5.58549     15.3799     26.0738     32.1071     30.1845      22.879     13.9822     7.18999     3.04029     1.10566    0.346586    0.112014   0.0301043  0.00600111  0.00696624   0.0527246    0.117829    0.278481     0.71571     1.54438     2.87049     4.53167     6.03224     6.56715      6.1894     4.78674     3.05838     1.74998    0.845058    0.344072     0.14808    0.175471    0.476723     1.54083     3.71224     7.51596     12.3716     16.6823     18.4856      16.948     12.8917     8.17782     4.32482      1.9049    0.768177    0.447011    0.838226     1.89476     3.46666     5.35673     6.63767     6.91404     5.87529     4.14526     2.55022     1.40113     1.02936
60           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0  0.00356028    0.118867     1.33001     6.73164     18.3425     31.3745     38.6002     36.2334     27.4028      16.697     8.59686     3.69187     1.35875    0.414908    0.138254   0.0365185  0.00759115  0.00957445   0.0602362    0.140121    0.347401    0.850647     1.88195     3.46291      5.4151     7.20126     7.85641     7.40402     5.78898     3.68862     2.09639      1.0207     0.41167    0.170448    0.206536    0.567454     1.84112     4.46846     9.03915     14.7892     20.0335     22.2489     20.3448     15.4556       9.777     5.18517     2.29497    0.921174    0.549601     1.01022     2.25569     4.16787     6.41543      7.9833     8.30584     7.02683     4.95952     3.05248     1.68782     1.24036
70           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0  0.00356028    0.135663     1.53841     7.85094     21.4593     36.6296     44.9616     42.2942     31.9416     19.4829       10.02     4.32318     1.59363    0.493717    0.150969    0.040204  0.00771083  0.00957445   0.0615918    0.150558    0.400291     1.01375     2.20602     4.03128     6.30612     8.42821     9.16441     8.62363     6.77216     4.30303     2.44912     1.18587    0.476526    0.189775    0.233745    0.660838     2.10832     5.16694     10.5095      17.297      23.332     26.0425      23.849     18.0906     11.3988     6.00808     2.63181     1.04816     0.63199     1.17938     2.64718     4.87402     7.48021     9.29309     9.64906       8.194     5.81233     3.57806     1.97133     1.45207
80           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0  0.00356028    0.155754      1.7792     8.93329     24.5181     41.9137     51.4264     48.3709     36.4676     22.1563     11.4378     4.95133     1.84878    0.570543     0.18465   0.0457854   0.0110448   0.0110767    0.069502    0.171756    0.448245     1.15828     2.53344       4.606     7.20594     9.65675     10.4862     9.78345     7.70588     4.97478      2.8265     1.34583    0.540905     0.21378    0.262164    0.764993     2.42507     5.98612     12.0086     19.7252     26.6018     29.7536     27.2466      20.643     13.0156       6.872     3.02836     1.21919    0.744198     1.37555     3.04371     5.56544     8.53975     10.6288     10.9925     9.31379     6.62723     4.10352     2.28904     1.68163
90           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0  0.00356028    0.184496     2.00307      10.011     27.5617     47.1711     58.0209     54.3206     40.9522     24.9458     12.8867     5.58682     2.05596    0.641325    0.212948   0.0533159   0.0110448   0.0110767   0.0807933    0.189439    0.508128      1.3227     2.81405     5.14243     8.11588     10.8718     11.7789     11.0523     8.72095     5.61306     3.14944      1.5104    0.589978    0.235309      0.2902    0.870604     2.74202     6.71595     13.4769     22.2325     29.9268     33.4232     30.6831     23.2037     14.7099     7.69424     3.40452     1.37269    0.845165     1.54487     3.41681     6.24535     9.61988     11.9793     12.3863     10.4479     7.44858     4.59362     2.57585     1.88627
100           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0  0.00625545    0.196823     2.24138     11.1668     30.4804     52.5279     64.4362     60.3248     45.5224     27.7602     14.2908     6.19908     2.29778    0.721068    0.227556   0.0557611   0.0137974   0.0121497   0.0896445    0.213073    0.564135     1.45992     3.10671     5.69285       9.018     12.1042     13.1045     12.2944     9.73641     6.19312     3.49129     1.67954    0.654408    0.260466    0.324824     0.96325     3.02979     7.46731     15.0966      24.719     33.1772     37.0624     34.0354     25.7836     16.3721     8.58143     3.78664     1.54301    0.934432     1.71823      3.8032     6.94932     10.6724     13.3333     13.7634     11.5831     8.24653      5.1029     2.87718     2.11026
