                           0.5                     0.0152033                     0.0442853
                          0.65                   -0.00964132                     0.0138828
                           0.8                    0.00011096                     0.0051967
                          0.95                    0.00077404                    0.00345696
                           1.1                    -0.0010288                     0.0022707
                          1.25                     0.0008234                    0.00165927
                           1.4                   -0.00035032                    0.00133706
                          1.55                     -3.08e-05                    0.00112313
                           1.7                      9.46e-05                   0.000865437
                          1.85                   -0.00030736                   0.000729252
                             2                    -0.0001418                   0.000661648
