1.3466508789062499e+00,0.0000000000000000e+00
1.2732370605468750e+00,7.3413818359371857e-02
1.3277637532552085e+00,6.9062940808196541e-02
1.3076206359863283e+00,5.2826035908877529e-02
1.2428810913085939e+00,7.6586961599138775e-02
1.2648693542480471e+00,6.6286188846192501e-02
1.2408609880719867e+00,6.0949751767773321e-02
1.2439360275268556e+00,5.2873528802831783e-02
1.2538126966688370e+00,4.7664577665773110e-02
1.2560648620605470e+00,4.2691940927964710e-02
1.2591113780628551e+00,3.8736299911355777e-02
1.2461557769775391e+00,3.7659859822281795e-02
1.2451751849834736e+00,3.4655908308283259e-02
1.2508278939383370e+00,3.2579274116555611e-02
1.2555695109049478e+00,3.0698058893435669e-02
1.2526862983703613e+00,2.8859788319846470e-02
1.2540693754308363e+00,2.7144309407567433e-02
1.2545000305175782e+00,2.5595523566834390e-02
1.2494172652395148e+00,2.4738718436568823e-02
1.2420364044189454e+00,2.4602456733994034e-02
1.2429821748279390e+00,2.3420707956249266e-02
1.2353342090953481e+00,2.3604122887239561e-02
1.2327264749278193e+00,2.2704771903174620e-02
1.2437081425984700e+00,2.4354564317033988e-02
1.2386132788085937e+00,2.3909221147166780e-02
1.2375144958496094e+00,2.2997500670644589e-02
1.2348755221896701e+00,2.2286151521956728e-02
1.2414479304722377e+00,2.2458684057673761e-02
1.2412141555259968e+00,2.1671673940648901e-02
1.2434029479980468e+00,2.1050926356090079e-02
1.2439128831432713e+00,2.0366928096286381e-02
1.2396402111053468e+00,2.0177753874452860e-02
1.2362927449544272e+00,1.9841169909757133e-02
1.2443058633243336e+00,2.0850057830894855e-02
1.2429033394949778e+00,2.0294101633881699e-02
1.2431519554985895e+00,1.9723888671211214e-02
1.2469890714078338e+00,1.9563396885950855e-02
1.2444314366390832e+00,1.9212612874039248e-02
1.2438324584960938e+00,1.8723082199815205e-02
1.2445128829956054e+00,1.8261683772520250e-02
1.2430652823099275e+00,1.7869439869778958e-02
1.2442499084472656e+00,1.7478977503579712e-02
1.2408699936977652e+00,1.7399094641705391e-02
1.2407735859264026e+00,1.6999335360611441e-02
1.2417557440863713e+00,1.6646278780364607e-02
1.2427973009192426e+00,1.6313665215781450e-02
1.2435675503345245e+00,1.5981365232316861e-02
1.2407540372212729e+00,1.5895850274472191e-02
1.2419460162727201e+00,1.5613631223031230e-02
1.2425999206542968e+00,1.5312140663875522e-02
1.2438209886737899e+00,1.5058488776821475e-02
1.2458918797419622e+00,1.4910573740784489e-02
1.2428987795271964e+00,1.4929642582331339e-02
1.2414568990071615e+00,1.4721341831025917e-02
1.2401795332475143e+00,1.4507546914892276e-02
1.2433993105207171e+00,1.4605448850470153e-02
1.2419511686626235e+00,1.4419825553577490e-02
1.2429834773622710e+00,1.4206582384241308e-02
1.2433601643190546e+00,1.3968796779186558e-02
1.2430757151285807e+00,1.3736955704166573e-02
1.2425590870341319e+00,1.3519757460321812e-02
1.2427455867644281e+00,1.3301216898257565e-02
1.2432342209588916e+00,1.3097501713874698e-02
1.2439280214309694e+00,1.2909885476515006e-02
1.2430012873722958e+00,1.2743461883866984e-02
1.2432817983916313e+00,1.2552028590597801e-02
1.2433693401279735e+00,1.2363575456909569e-02
1.2434261591294233e+00,1.2180533773390921e-02
1.2416623650150023e+00,1.2131608558591149e-02
1.2429204685756139e+00,1.2023049709816019e-02
1.2412492701570752e+00,1.1969740706563665e-02
1.2395980216132270e+00,1.1917275769411087e-02
1.2402768981097496e+00,1.1772482155827456e-02
1.2391289384171769e+00,1.1668908936927926e-02
1.2392323168945312e+00,1.1512736335633166e-02
1.2381745902613588e+00,1.1409378041896756e-02
1.2373750372552250e+00,1.1288580595589098e-02
1.2365914126665163e+00,1.1170435571177436e-02
1.2345166873207574e+00,1.1221593622584078e-02
1.2346975135803222e+00,1.1081911273819431e-02
1.2355368961287132e+00,1.0976383992181878e-02
1.2347958828065453e+00,1.0866993382561221e-02
1.2334841757165380e+00,1.0815107085219057e-02
1.2340984431675501e+00,1.0703221389701796e-02
1.2341277767405789e+00,1.0576592263763561e-02
1.2321744888660520e+00,1.0633820667794605e-02
1.2309318461801813e+00,1.0584082639626489e-02
1.2301427203091706e+00,1.0492833369233826e-02
1.2307544610527121e+00,1.0392287121384519e-02
1.2311658372667098e+00,1.0284399359666367e-02
1.2324102159437240e+00,1.0246597382902647e-02
1.2304023152226984e+00,1.0331600649149801e-02
1.2305729383243025e+00,1.0221328579852872e-02
1.2293917398655665e+00,1.0180761441306942e-02
1.2286293681897611e+00,1.0101834138909374e-02
1.2280517584482824e+00,1.0012727186600024e-02
1.2273731318208356e+00,9.9321766234025041e-03
1.2284610788773513e+00,9.8903252768959525e-03
1.2290520185990765e+00,9.8077322473567284e-03
1.2297004010009764e+00,9.7307851347265863e-03
