0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0
0           0           0           0           0           0           0           0           0           0           0           0           0 0.000211666   0.0475236    0.366293    0.692421    0.820108    0.747224    0.657295    0.570735    0.531493    0.477989    0.435001    0.416967    0.408796    0.393146    0.381813    0.376848    0.373884    0.370907    0.370991    0.375221    0.372739    0.373428    0.367509    0.365956    0.364126    0.363955    0.353639    0.361555    0.359086    0.355965    0.348599    0.351174    0.353337    0.358892    0.355341    0.349641    0.353684     0.35202    0.351135    0.352077    0.354113    0.352061    0.351159    0.351437    0.347595    0.352994    0.350271    0.350497    0.349615     0.35178    0.347359    0.349714    0.346841    0.349094    0.351397    0.349643    0.347532    0.349872    0.349507    0.349429    0.349241    0.349037    0.349768    0.348413    0.347444    0.348209    0.350745    0.350438    0.345395    0.351257    0.350248    0.350049    0.347885    0.350614    0.346727    0.348497    0.347735    0.349076      0.3484    0.350838     0.34922    0.348157    0.348546    0.348853    0.350166    0.348731    0.347013
0           0           0           0           0           0           0           0           0           0           0           0           0 0.000282222   0.0669436    0.494183    0.937103     1.07626    0.995848    0.865155    0.757525    0.700825    0.632447    0.583219    0.561279    0.541899     0.52766    0.513138     0.50362    0.497389    0.496272    0.496379    0.500234    0.496756    0.493814    0.491401    0.488018    0.485592    0.484987    0.477136    0.486614    0.479999     0.47698    0.469776    0.472532    0.471651    0.475331    0.471771    0.467671    0.470854    0.469466    0.469733     0.47008    0.468577     0.46886    0.469366    0.467378    0.467204    0.468461     0.46905    0.468053    0.467592    0.468899    0.462874    0.465448    0.464095    0.465348    0.468228    0.465054     0.46319    0.465895     0.46535    0.464419    0.464781      0.4645    0.466195    0.463915     0.46457    0.464368    0.466562    0.466237    0.463188    0.465608    0.465086    0.466135    0.462718     0.46618     0.46562    0.463929    0.463269    0.463124    0.464326     0.46568    0.465033     0.46347    0.464522    0.465325    0.466853    0.466015    0.462993
0           0           0           0           0           0           0           0           0           0           0           0           0 0.000560016   0.0808808    0.588691     1.13072     1.28116     1.19142     1.03314    0.899132    0.829957    0.753226    0.697977    0.665534    0.643841    0.626951    0.614278    0.599744    0.593808    0.588667    0.594998    0.594736    0.591822    0.588147    0.585928    0.580488    0.575852    0.575513    0.570968    0.578932    0.569292    0.566574    0.559567    0.563066    0.560922    0.565107    0.561229    0.557258    0.559396     0.55849    0.557736    0.557772    0.555653    0.556353    0.558878    0.555569    0.554979    0.555831    0.557708    0.554889    0.554534    0.556832    0.549578    0.553884    0.551734    0.551824    0.554129    0.551876    0.550715    0.552779    0.551514    0.551286     0.55209    0.551768    0.552663    0.549532    0.552716    0.551027    0.552521    0.553001    0.550665    0.551633    0.551456     0.55211    0.550211    0.552923    0.552149      0.5508    0.550437    0.550303    0.550685    0.552033    0.551328    0.549533    0.550251    0.552404     0.55221     0.55203    0.548904
0           0           0           0           0           0           0           0           0           0           0           0           0 0.000827829   0.0920852    0.665621     1.28765     1.43885     1.34501      1.1719     1.02663    0.934368    0.850607    0.787325    0.755647    0.726301    0.707805    0.694262    0.678611    0.672613    0.664277    0.674247    0.671962    0.668253    0.663853    0.661235    0.657441    0.652505    0.649739    0.645917    0.652589    0.643553    0.640574     0.63228    0.637993    0.634283    0.638848    0.635186     0.63064    0.631814    0.633312    0.630129    0.630241    0.625919    0.629086    0.630182    0.628975    0.627811    0.628412    0.630074     0.62688    0.626564    0.629064    0.623174    0.626727    0.624473    0.624222    0.625415    0.624301    0.623397    0.624408    0.623728    0.623502    0.625428    0.624346    0.625452    0.622052    0.626066    0.622705    0.624927    0.625207    0.623284    0.624542    0.624723     0.62381    0.623154    0.625167    0.623937    0.623255    0.623526    0.622468    0.623179    0.624452    0.623396    0.621858    0.623066    0.625021    0.624486    0.624387    0.622224
0           0           0           0           0           0           0           0           0           0           0           0           0 0.000863403    0.101074    0.737753      1.4199     1.57846     1.47815     1.29295     1.13535      1.0268    0.935808    0.870913    0.832058    0.799341    0.780456    0.764254    0.745229    0.742453    0.733747    0.742809    0.741086     0.73478    0.729666    0.727873    0.723478    0.719111    0.715095    0.712659    0.716262    0.708412    0.705063    0.697116    0.703158    0.698032    0.703473    0.700903    0.695157    0.695432    0.698819    0.693909    0.694241    0.690127    0.693855    0.693989    0.693377    0.691554    0.691917    0.693427    0.690249    0.690165    0.692526    0.686995    0.690703    0.687989    0.687898    0.688535    0.688444     0.68868     0.68792    0.687127    0.686874    0.689894    0.688094     0.68892    0.685985    0.689882    0.686403    0.687781    0.689042    0.687124    0.689045     0.68949    0.687375    0.686454    0.689531    0.687954    0.686974    0.688291    0.686326    0.686986    0.688441    0.686878    0.685185    0.687296    0.688686    0.688781     0.68804    0.686919
0           0           0           0           0           0           0           0           0           0           0           0           0 0.000830151    0.109296     0.80028     1.53861     1.70952     1.59803     1.40066     1.23153     1.11023     1.01368    0.945721    0.901255    0.866296    0.845463    0.825642    0.806472    0.805894    0.796541    0.803755     0.80291    0.795301    0.790679    0.787178    0.783302    0.779349    0.775302    0.772856    0.773897    0.767685    0.763842    0.757381    0.761522    0.756686    0.762181    0.760162     0.75414    0.753444    0.757554    0.751089    0.753034     0.74841    0.752218    0.751755    0.752424    0.749973    0.749743    0.750933    0.748703    0.747607    0.750104     0.74492    0.748998    0.745447    0.745449    0.746142     0.74692    0.746406     0.74631    0.745294    0.744767    0.748127    0.745908    0.746081    0.743846    0.747393    0.744665    0.744912    0.746302    0.744971    0.747089    0.747517    0.744645     0.74454    0.747365    0.746422    0.744873    0.747079    0.744799    0.744994    0.746588    0.744335     0.74331     0.74542    0.746582    0.746222    0.745983    0.745206
0           0           0           0           0           0           0           0           0           0           0           0           0 0.000824463    0.117946    0.858926     1.65036     1.83781     1.70998     1.49537     1.31966     1.18967     1.08899     1.01418     0.96477    0.928027    0.904063    0.882629    0.862791    0.864341    0.853722    0.859038    0.859975     0.85189    0.846965    0.844064    0.838284    0.835358    0.831238    0.827567     0.82748    0.822942    0.818066    0.813407    0.815925    0.810381    0.815916    0.813938    0.808584    0.807035    0.810952    0.804254    0.806793    0.802556     0.80584    0.805241    0.806369    0.803971    0.803054    0.804128    0.802677    0.801323    0.803076    0.798282    0.802393    0.798317    0.798677    0.799198    0.800504    0.799899    0.799724    0.798627    0.798388    0.801738    0.799382    0.798816    0.796799      0.8005    0.798001    0.797938    0.798993    0.798302    0.800081    0.800825    0.798222    0.797792     0.80009    0.799578    0.797814    0.800798    0.798404    0.798019     0.79993    0.798047    0.796829    0.799368    0.799952    0.798993    0.799326    0.798758
0           0           0           0           0           0           0           0           0           0           0           0           0 0.000834823    0.125322    0.917446     1.75383     1.95649     1.81689     1.58581     1.40044     1.26218     1.15715      1.0773     1.02443    0.986201    0.958177    0.936615    0.916348    0.919551    0.907739    0.911914    0.912894    0.905665    0.899637    0.897111    0.889592    0.888885    0.883447    0.879048    0.877555     0.87433    0.868935    0.864578    0.867905    0.861022    0.866014    0.864267     0.85994    0.857348    0.860687    0.854174    0.856955     0.85348    0.855704    0.856072    0.856922    0.853834     0.85259    0.853996    0.853438    0.851067    0.852505    0.848319    0.852082     0.84777    0.848469    0.848989      0.8508    0.849714    0.850127    0.848397    0.848527    0.851848    0.849283    0.848499    0.846411    0.849919    0.847615    0.847528    0.848655    0.848201    0.849579    0.850506    0.847861    0.847466     0.84958     0.84898    0.847128    0.850586    0.848361    0.847921    0.849767    0.848107    0.846876    0.849646     0.84991    0.848603    0.848941    0.848256
0           0           0           0           0           0           0           0           0           0           0           0           0 0.000828964    0.132302    0.970955     1.85183     2.06686     1.91664     1.66971     1.47796     1.32849     1.22077     1.13516     1.08041     1.04086     1.01013    0.988276    0.967428    0.971223    0.958743    0.961936    0.962176    0.957138    0.949356    0.946975      0.9381    0.937888    0.931894    0.926887    0.924883    0.921989    0.916503    0.912801    0.916242    0.909037     0.91311     0.91228    0.908263    0.904486    0.907729    0.901715    0.904533    0.901759    0.903062    0.903721    0.904562     0.90134    0.899678    0.901183    0.900597     0.89814    0.899405    0.895359    0.899054    0.894424    0.895594    0.896077    0.898063    0.896765    0.897622    0.895306    0.895524    0.899118    0.895956    0.895707    0.893534    0.896736      0.8946    0.894578    0.895511    0.895086    0.896177    0.897267    0.894803    0.894437    0.896411    0.895467    0.893675    0.897564    0.895499    0.894788    0.896493    0.895475    0.894095    0.896928    0.896769    0.895291    0.895939     0.89533
