                             1                        -0.768                             0
                             2                        -0.848                          -nan
                             3                       -0.7664                          -nan
                             4                       -0.8496                          -nan
                             5                       -0.6856                          -nan
                             6                       -0.5248                          -nan
                             7                       -0.5248                          -nan
                             8                        -0.684                          -nan
                             9                       -0.6016                          -nan
                            10                       -0.6024                          -nan
                            11                       -0.5224                          -nan
                            12                       -0.6808                          -nan
                            13                       -0.6016                          -nan
                            14                        -0.364                          -nan
                            15                        -0.444                          -nan
                            16                          -0.6                          -nan
                            17                       -0.6008                          -nan
                            18                       -0.7584                          -nan
                            19                       -0.5144                          -nan
                            20                        -0.436                          -nan
                            21                       -0.5112                          -nan
                            22                        -0.668                          -nan
                            23                       -0.9072                          -nan
                            24                        -0.672                          -nan
                            25                       -0.6736                          -nan
                            26                       -0.5136                          -nan
                            27                       -0.5232                          -nan
                            28                       -0.7688                          -nan
                            29                        -0.768                          -nan
                            30                       -0.6856                          -nan
                            31                       -0.6016                          -nan
                            32                       -0.4432                          -nan
                            33                       -0.6016                          -nan
                            34                       -0.6008                          -nan
                            35                       -0.6032                          -nan
                            36                       -0.7616                          -nan
                            37                       -0.8376                          -nan
                            38                       -0.7584                          -nan
                            39                       -0.5208                          -nan
                            40                       -0.5208                          -nan
                            41                       -0.5184                          -nan
                            42                       -0.5224                          -nan
                            43                        -0.764                          -nan
                            44                        -0.684                          -nan
                            45                       -0.7616                          -nan
                            46                       -0.5192                          -nan
                            47                          -0.6                          -nan
                            48                       -0.6048                          -nan
                            49                       -0.6032                          -nan
                            50                       -0.6872                          -nan
                            51                       -0.8456                          -nan
                            52                       -0.8448                          -nan
                            53                       -0.5984                          -nan
                            54                       -0.5952                          -nan
                            55                       -0.5184                          -nan
                            56                       -0.3584                          -nan
                            57                       -0.4408                          -nan
                            58                       -0.3584                          -nan
                            59                        -0.444                          -nan
                            60                       -0.5192                          -nan
                            61                       -0.5248                          -nan
                            62                       -0.5224                          -nan
                            63                       -0.5232                          -nan
                            64                       -0.5224                          -nan
                            65                         -0.44                          -nan
                            66                       -0.4336                          -nan
                            67                       -0.5136                          -nan
                            68                       -0.5144                          -nan
                            69                       -0.7568                          -nan
                            70                       -0.3648                          -nan
                            71                       -0.4432                          -nan
                            72                        -0.684                          -nan
                            73                        -0.684                          -nan
                            74                         -0.52                          -nan
                            75                       -0.6016                          -nan
                            76                       -0.5992                          -nan
                            77                        -0.676                          -nan
                            78                       -0.7528                          -nan
                            79                       -0.7552                          -nan
                            80                       -0.6752                          -nan
                            81                       -0.5968                          -nan
                            82                       -0.6008                          -nan
                            83                       -0.6064                          -nan
                            84                       -0.6016                          -nan
                            85                       -0.7616                          -nan
                            86                       -0.6048                          -nan
                            87                          -0.6                          -nan
                            88                       -0.6024                          -nan
                            89                       -0.6024                          -nan
                            90                         -0.52                          -nan
                            91                       -0.6808                          -nan
                            92                       -0.7608                          -nan
                            93                       -0.7616                          -nan
                            94                       -0.7616                          -nan
                            95                       -0.7608                          -nan
                            96                       -0.6872                          -nan
                            97                       -0.7672                          -nan
                            98                       -0.6856                          -nan
                            99                       -0.6864                          -nan
                           100                       -0.5984                          -nan
                           101                       -0.5976                          -nan
                           102                       -0.6736                          -nan
                           103                        -0.756                          -nan
                           104                        -0.672                          -nan
                           105                       -0.5928                          -nan
                           106                       -0.4376                          -nan
                           107                         -0.36                          -nan
                           108                       -0.5168                          -nan
                           109                       -0.5136                          -nan
                           110                       -0.6728                          -nan
                           111                       -0.6704                          -nan
                           112                       -0.5944                          -nan
                           113                       -0.5152                          -nan
                           114                       -0.5176                          -nan
                           115                        -0.512                          -nan
                           116                       -0.5928                          -nan
                           117                        -0.516                          -nan
                           118                         -0.76                          -nan
                           119                       -0.7584                          -nan
                           120                       -0.5192                          -nan
                           121                       -0.5136                          -nan
                           122                       -0.3552                          -nan
                           123                        -0.592                          -nan
                           124                       -0.5168                          -nan
                           125                       -0.5168                          -nan
                           126                       -0.5176                          -nan
                           127                        -0.436                          -nan
                           128                       -0.3584                          -nan
                           129                       -0.5264                          -nan
                           130                       -0.4464                          -nan
                           131                       -0.6816                          -nan
                           132                       -0.6888                          -nan
                           133                       -0.4456                          -nan
                           134                       -0.5264                          -nan
                           135                       -0.6064                          -nan
                           136                       -0.6904                          -nan
                           137                        -0.772                          -nan
                           138                       -0.6096                          -nan
                           139                       -0.6864                          -nan
                           140                       -0.6016                          -nan
                           141                       -0.7576                          -nan
                           142                       -0.7656                          -nan
                           143                       -0.5248                          -nan
                           144                       -0.6072                          -nan
                           145                       -0.6048                          -nan
                           146                       -0.6072                          -nan
                           147                       -0.6872                          -nan
                           148                       -0.6872                          -nan
                           149                       -0.6832                          -nan
                           150                        -0.524                          -nan
                           151                       -0.6008                          -nan
                           152                       -0.6048                          -nan
                           153                       -0.6056                          -nan
                           154                       -0.4448                          -nan
                           155                       -0.4392                          -nan
                           156                       -0.6032                          -nan
                           157                       -0.6784                          -nan
                           158                        -0.756                          -nan
                           159                       -0.5184                          -nan
                           160                       -0.4392                          -nan
                           161                       -0.5264                          -nan
                           162                        -0.764                          -nan
                           163                       -0.6888                          -nan
                           164                       -0.6856                          -nan
                           165                       -0.6856                          -nan
                           166                       -0.6864                          -nan
                           167                        -0.524                          -nan
                           168                        -0.608                          -nan
                           169                        -0.688                          -nan
                           170                       -0.6848                          -nan
                           171                       -0.6848                          -nan
                           172                       -0.6024                          -nan
                           173                       -0.6016                          -nan
                           174                       -0.5224                          -nan
                           175                       -0.6024                          -nan
                           176                       -0.6856                          -nan
                           177                       -0.6864                          -nan
                           178                       -0.6872                          -nan
                           179                       -0.7696                          -nan
                           180                       -0.6096                          -nan
                           181                       -0.6088                          -nan
                           182                        -0.688                          -nan
                           183                       -0.6088                          -nan
                           184                       -0.6112                          -nan
                           185                       -0.5264                          -nan
                           186                       -0.5992                          -nan
                           187                       -0.5968                          -nan
                           188                       -0.5184                          -nan
                           189                       -0.6792                          -nan
                           190                       -0.4408                          -nan
                           191                       -0.5968                          -nan
                           192                       -0.3616                          -nan
                           193                       -0.6048                          -nan
                           194                         -0.44                          -nan
                           195                       -0.4352                          -nan
                           196                       -0.3584                          -nan
                           197                       -0.2784                          -nan
                           198                       -0.2008                          -nan
                           199                       -0.3584                          -nan
                           200                       -0.4408                          -nan
                           201                       -0.4416                          -nan
                           202                       -0.5176                          -nan
                           203                       -0.4384                          -nan
                           204                       -0.4368                          -nan
                           205                       -0.5256                          -nan
                           206                       -0.4432                          -nan
                           207                       -0.3656                          -nan
                           208                        -0.604                          -nan
                           209                       -0.5224                          -nan
                           210                       -0.6016                          -nan
                           211                         -0.68                          -nan
                           212                       -0.7592                          -nan
                           213                       -0.6728                          -nan
                           214                       -0.7496                          -nan
                           215                       -0.6704                          -nan
                           216                       -0.5144                          -nan
                           217                       -0.3552                          -nan
                           218                        -0.436                          -nan
                           219                          -0.6                          -nan
                           220                       -0.6824                          -nan
                           221                       -0.6016                          -nan
                           222                       -0.6008                          -nan
                           223                       -0.5216                          -nan
                           224                       -0.4424                          -nan
                           225                       -0.5984                          -nan
                           226                       -0.6808                          -nan
                           227                        -0.684                          -nan
                           228                       -0.6808                          -nan
                           229                       -0.6024                          -nan
                           230                       -0.5984                          -nan
                           231                       -0.5272                          -nan
                           232                       -0.6872                          -nan
                           233                        -0.528                          -nan
                           234                       -0.5296                          -nan
                           235                       -0.4504                          -nan
                           236                       -0.6904                          -nan
                           237                       -0.6072                          -nan
                           238                       -0.6864                          -nan
                           239                          -0.6                          -nan
                           240                       -0.4384                          -nan
                           241                       -0.2872                          -nan
                           242                       -0.6072                          -nan
                           243                       -0.6048                          -nan
                           244                       -0.5296                          -nan
                           245                       -0.5264                          -nan
                           246                        -0.608                          -nan
                           247                        -0.444                          -nan
                           248                        -0.524                          -nan
                           249                       -0.5976                          -nan
                           250                       -0.6016                          -nan
                           251                       -0.5208                          -nan
                           252                       -0.5184                          -nan
                           253                       -0.7624                          -nan
                           254                       -0.8376                          -nan
                           255                       -0.5976                          -nan
                           256                       -0.8448                          -nan
                           257                       -0.6816                          -nan
                           258                       -0.5992                          -nan
                           259                         -0.44                          -nan
                           260                       -0.5224                          -nan
                           261                       -0.7624                          -nan
                           262                       -0.7592                          -nan
                           263                         -0.68                          -nan
                           264                       -0.6824                          -nan
                           265                       -0.5256                          -nan
                           266                       -0.5256                          -nan
                           267                        -0.528                          -nan
                           268                       -0.4424                          -nan
                           269                       -0.4392                          -nan
                           270                          -0.6                          -nan
                           271                       -0.5248                          -nan
                           272                       -0.5232                          -nan
                           273                       -0.7696                          -nan
                           274                       -0.5304                          -nan
                           275                        -0.612                          -nan
                           276                       -0.6928                          -nan
                           277                        -0.692                          -nan
                           278                        -0.688                          -nan
                           279                       -0.6832                          -nan
                           280                       -0.5976                          -nan
                           281                        -0.608                          -nan
                           282                        -0.528                          -nan
                           283                       -0.5296                          -nan
                           284                        -0.772                          -nan
                           285                       -0.6904                          -nan
                           286                       -0.6088                          -nan
                           287                        -0.528                          -nan
                           288                       -0.6088                          -nan
                           289                       -0.5264                          -nan
                           290                        -0.528                          -nan
                           291                       -0.2856                          -nan
                           292                       -0.5288                          -nan
                           293                       -0.6856                          -nan
                           294                       -0.6896                          -nan
                           295                        -0.684                          -nan
                           296                       -0.6088                          -nan
                           297                        -0.524                          -nan
                           298                       -0.7672                          -nan
                           299                       -0.8512                          -nan
                           300                       -0.8536                          -nan
