           1     1.18872     1.18872           0
           2     1.21399     1.20135  0.00893513
           3     1.18939     1.19737   0.0067887
           4     1.19873     1.19771  0.00510012
           5     1.19379     1.19692  0.00413995
           6     1.19832     1.19716  0.00345648
           7     1.17942     1.19462  0.00377893
           8     1.19343     1.19447  0.00330948
           9     1.21195     1.19642  0.00346504
          10     1.17682     1.19446  0.00363037
          11     1.17857     1.19301  0.00357621
          12     1.18132     1.19204   0.0034083
          13     1.18965     1.19185  0.00315107
          14     1.20027     1.19246  0.00298281
          15     1.19982     1.19295  0.00282407
          16     1.21416     1.19427  0.00294225
          17     1.20859     1.19511  0.00288715
          18     1.18952      1.1948  0.00274343
          19      1.2134     1.19578  0.00276813
          20     1.20078     1.19603  0.00264096
