           1   0.0197738   0.0197738           0
           2   0.0214741   0.0206239 0.000601156
           3    0.018404   0.0198839 0.000725035
           4   0.0209588   0.0201527 0.000591479
           5   0.0189053   0.0199032 0.000523153
           6   0.0198611   0.0198962 0.000436008
           7   0.0190965   0.0197819 0.000388398
           8   0.0210733   0.0199434 0.000371882
           9   0.0199758    0.019947 0.000330579
          10   0.0199438   0.0199467 0.000297521
          11   0.0192396   0.0198824  0.00027733
          12   0.0225371   0.0201036 0.000330894
          13    0.020326   0.0201207 0.000305883
          14    0.019269   0.0200599  0.00029002
          15   0.0215547   0.0201595 0.000287296
          16   0.0210374   0.0202144  0.00027453
          17   0.0207909   0.0202483 0.000260467
          18   0.0220868   0.0203505 0.000265268
          19   0.0210516   0.0203874  0.00025386
          20   0.0192511   0.0203305 0.000247443
          21   0.0196834   0.0202997 0.000237571
          22   0.0208343    0.020324 0.000228012
          23   0.0201744   0.0203175 0.000218191
          24   0.0201582   0.0203109 0.000209201
          25   0.0210719   0.0203413 0.000203035
          26   0.0206972    0.020355 0.000195687
          27   0.0200228   0.0203427 0.000188826
          28   0.0192077   0.0203022 0.000186382
          29   0.0214383   0.0203413 0.000184026
          30    0.019916   0.0203272 0.000178438
          31   0.0196793   0.0203063 0.000173901
          32   0.0222029   0.0203655 0.000178281
          33   0.0235116   0.0204609 0.000196725
          34   0.0199833   0.0204468  0.00019144
          35   0.0203141    0.020443 0.000186008
          36   0.0213212   0.0204674 0.000182433
          37   0.0216692   0.0204999 0.000180371
          38   0.0198364   0.0204824 0.000176468
          39   0.0209018   0.0204932  0.00017227
          40   0.0194993   0.0204684 0.000169746
